fold,dataset_version,evaluation,split,accuracy,dataset_distance_to_benchmark
3,chance_75/change_10,benchmark_model,test,0.49,0.011264041095890411
4,chance_75/change_10,benchmark_model,test,0.485,0.011264041095890411
0,chance_75/change_10,benchmark_model,val,0.40625,0.011264041095890411
1,chance_75/change_10,benchmark_model,val,0.5,0.011264041095890411
2,chance_75/change_10,benchmark_model,val,0.4875,0.011264041095890411
3,chance_75/change_10,benchmark_model,val,0.50625,0.011264041095890411
4,chance_75/change_10,benchmark_model,val,0.44375,0.011264041095890411
0,chance_75/change_15,alt_model,test,0.985,0.004534817351598173
1,chance_75/change_15,alt_model,test,0.955,0.004534817351598173
2,chance_75/change_15,alt_model,test,0.98,0.004534817351598173
3,chance_75/change_15,alt_model,test,0.965,0.004534817351598173
4,chance_75/change_15,alt_model,test,0.965,0.004534817351598173
0,chance_75/change_15,alt_model,val,0.95,0.004534817351598173
1,chance_75/change_15,alt_model,val,0.98125,0.004534817351598173
2,chance_75/change_15,alt_model,val,0.9875,0.004534817351598173
3,chance_75/change_15,alt_model,val,0.975,0.004534817351598173
4,chance_75/change_15,alt_model,val,0.9625,0.004534817351598173
0,chance_75/change_15,benchmark_model,test,0.88,0.004534817351598173
1,chance_75/change_15,benchmark_model,test,0.835,0.004534817351598173
2,chance_75/change_15,benchmark_model,test,0.9,0.004534817351598173
3,chance_75/change_15,benchmark_model,test,0.83,0.004534817351598173
4,chance_75/change_15,benchmark_model,test,0.89,0.004534817351598173
0,chance_75/change_15,benchmark_model,val,0.88125,0.004534817351598173
1,chance_75/change_15,benchmark_model,val,0.8625,0.004534817351598173
2,chance_75/change_15,benchmark_model,val,0.8875,0.004534817351598173
3,chance_75/change_15,benchmark_model,val,0.85,0.004534817351598173
4,chance_75/change_15,benchmark_model,val,0.8875,0.004534817351598173
0,chance_75/change_20,alt_model,test,0.8,0.008534132420091324
1,chance_75/change_20,alt_model,test,0.825,0.008534132420091324
2,chance_75/change_20,alt_model,test,0.845,0.008534132420091324
3,chance_75/change_20,alt_model,test,0.85,0.008534132420091324
4,chance_75/change_20,alt_model,test,0.845,0.008534132420091324
0,chance_75/change_20,alt_model,val,0.79375,0.008534132420091324
1,chance_75/change_20,alt_model,val,0.84375,0.008534132420091324
2,chance_75/change_20,alt_model,val,0.8875,0.008534132420091324
3,chance_75/change_20,alt_model,val,0.86875,0.008534132420091324
4,chance_75/change_20,alt_model,val,0.83125,0.008534132420091324
0,chance_75/change_20,benchmark_model,test,0.53,0.008534132420091324
1,chance_75/change_20,benchmark_model,test,0.48,0.008534132420091324
2,chance_75/change_20,benchmark_model,test,0.535,0.008534132420091324
3,chance_75/change_20,benchmark_model,test,0.53,0.008534132420091324
4,chance_75/change_20,benchmark_model,test,0.525,0.008534132420091324
0,chance_75/change_20,benchmark_model,val,0.54375,0.008534132420091324
1,chance_75/change_20,benchmark_model,val,0.51875,0.008534132420091324
2,chance_75/change_20,benchmark_model,val,0.50625,0.008534132420091324
3,chance_75/change_20,benchmark_model,val,0.54375,0.008534132420091324
4,chance_75/change_20,benchmark_model,val,0.46875,0.008534132420091324
0,chance_75/change_25,alt_model,test,0.95,0.008803538812785389
1,chance_75/change_25,alt_model,test,0.965,0.008803538812785389
2,chance_75/change_25,alt_model,test,0.975,0.008803538812785389
3,chance_75/change_25,alt_model,test,0.945,0.008803538812785389
4,chance_75/change_25,alt_model,test,0.95,0.008803538812785389
0,chance_75/change_25,alt_model,val,0.94375,0.008803538812785389
1,chance_75/change_25,alt_model,val,0.94375,0.008803538812785389
2,chance_75/change_25,alt_model,val,0.9625,0.008803538812785389
3,chance_75/change_25,alt_model,val,0.96875,0.008803538812785389
4,chance_75/change_25,alt_model,val,0.975,0.008803538812785389
0,chance_75/change_25,benchmark_model,test,0.365,0.008803538812785389
1,chance_75/change_25,benchmark_model,test,0.405,0.008803538812785389
2,chance_75/change_25,benchmark_model,test,0.375,0.008803538812785389
3,chance_75/change_25,benchmark_model,test,0.4,0.008803538812785389
4,chance_75/change_25,benchmark_model,test,0.36,0.008803538812785389
0,chance_75/change_25,benchmark_model,val,0.38125,0.008803538812785389
1,chance_75/change_25,benchmark_model,val,0.4,0.008803538812785389
2,chance_75/change_25,benchmark_model,val,0.3875,0.008803538812785389
3,chance_75/change_25,benchmark_model,val,0.38125,0.008803538812785389
4,chance_75/change_25,benchmark_model,val,0.375,0.008803538812785389
0,chance_75/change_30,alt_model,test,0.855,0.012959360730593608
1,chance_75/change_30,alt_model,test,0.825,0.012959360730593608
2,chance_75/change_30,alt_model,test,0.85,0.012959360730593608
3,chance_75/change_30,alt_model,test,0.835,0.012959360730593608
4,chance_75/change_30,alt_model,test,0.885,0.012959360730593608
0,chance_75/change_30,alt_model,val,0.84375,0.012959360730593608
1,chance_75/change_30,alt_model,val,0.8375,0.012959360730593608
2,chance_75/change_30,alt_model,val,0.8625,0.012959360730593608
3,chance_75/change_30,alt_model,val,0.84375,0.012959360730593608
4,chance_75/change_30,alt_model,val,0.8625,0.012959360730593608
0,chance_75/change_30,benchmark_model,test,0.395,0.012959360730593608
1,chance_75/change_30,benchmark_model,test,0.43,0.012959360730593608
2,chance_75/change_30,benchmark_model,test,0.43,0.012959360730593608
3,chance_75/change_30,benchmark_model,test,0.425,0.012959360730593608
4,chance_75/change_30,benchmark_model,test,0.455,0.012959360730593608
0,chance_75/change_30,benchmark_model,val,0.4375,0.012959360730593608
1,chance_75/change_30,benchmark_model,val,0.4125,0.012959360730593608
2,chance_75/change_30,benchmark_model,val,0.38125,0.012959360730593608
3,chance_75/change_30,benchmark_model,val,0.425,0.012959360730593608
4,chance_75/change_30,benchmark_model,val,0.45,0.012959360730593608
0,chance_75/change_35,alt_model,test,0.81,0.006472945205479452
1,chance_75/change_35,alt_model,test,0.795,0.006472945205479452
2,chance_75/change_35,alt_model,test,0.8,0.006472945205479452
3,chance_75/change_35,alt_model,test,0.825,0.006472945205479452
4,chance_75/change_35,alt_model,test,0.82,0.006472945205479452
0,chance_75/change_35,alt_model,val,0.86875,0.006472945205479452
1,chance_75/change_35,alt_model,val,0.84375,0.006472945205479452
2,chance_75/change_35,alt_model,val,0.80625,0.006472945205479452
3,chance_75/change_35,alt_model,val,0.83125,0.006472945205479452
4,chance_75/change_35,alt_model,val,0.74375,0.006472945205479452
0,chance_75/change_35,benchmark_model,test,0.53,0.006472945205479452
1,chance_75/change_35,benchmark_model,test,0.49,0.006472945205479452
2,chance_75/change_35,benchmark_model,test,0.5,0.006472945205479452
3,chance_75/change_35,benchmark_model,test,0.485,0.006472945205479452
4,chance_75/change_35,benchmark_model,test,0.54,0.006472945205479452
0,chance_75/change_35,benchmark_model,val,0.50625,0.006472945205479452
1,chance_75/change_35,benchmark_model,val,0.46875,0.006472945205479452
2,chance_75/change_35,benchmark_model,val,0.5,0.006472945205479452
3,chance_75/change_35,benchmark_model,val,0.5,0.006472945205479452
4,chance_75/change_35,benchmark_model,val,0.51875,0.006472945205479452
0,chance_75/change_40,alt_model,test,0.865,0.022081849315068493
1,chance_75/change_40,alt_model,test,0.835,0.022081849315068493
2,chance_75/change_40,alt_model,test,0.845,0.022081849315068493
3,chance_75/change_40,alt_model,test,0.875,0.022081849315068493
4,chance_75/change_40,alt_model,test,0.835,0.022081849315068493
0,chance_75/change_40,alt_model,val,0.85625,0.022081849315068493
1,chance_75/change_40,alt_model,val,0.83125,0.022081849315068493
2,chance_75/change_40,alt_model,val,0.86875,0.022081849315068493
3,chance_75/change_40,alt_model,val,0.85625,0.022081849315068493
4,chance_75/change_40,alt_model,val,0.8125,0.022081849315068493
0,chance_75/change_40,benchmark_model,test,0.38,0.022081849315068493
1,chance_75/change_40,benchmark_model,test,0.37,0.022081849315068493
2,chance_75/change_40,benchmark_model,test,0.31,0.022081849315068493
3,chance_75/change_40,benchmark_model,test,0.35,0.022081849315068493
4,chance_75/change_40,benchmark_model,test,0.375,0.022081849315068493
0,chance_75/change_40,benchmark_model,val,0.39375,0.022081849315068493
1,chance_75/change_40,benchmark_model,val,0.375,0.022081849315068493
2,chance_75/change_40,benchmark_model,val,0.30625,0.022081849315068493
3,chance_75/change_40,benchmark_model,val,0.35,0.022081849315068493
4,chance_75/change_40,benchmark_model,val,0.375,0.022081849315068493
0,chance_75/change_45,alt_model,test,0.89,0.01729098173515982
1,chance_75/change_45,alt_model,test,0.91,0.01729098173515982
2,chance_75/change_45,alt_model,test,0.87,0.01729098173515982
3,chance_75/change_45,alt_model,test,0.915,0.01729098173515982
4,chance_75/change_45,alt_model,test,0.92,0.01729098173515982
0,chance_75/change_45,alt_model,val,0.89375,0.01729098173515982
1,chance_75/change_45,alt_model,val,0.9,0.01729098173515982
2,chance_75/change_45,alt_model,val,0.89375,0.01729098173515982
3,chance_75/change_45,alt_model,val,0.90625,0.01729098173515982
4,chance_75/change_45,alt_model,val,0.85625,0.01729098173515982
0,chance_75/change_45,benchmark_model,test,0.25,0.01729098173515982
1,chance_75/change_45,benchmark_model,test,0.275,0.01729098173515982
2,chance_75/change_45,benchmark_model,test,0.26,0.01729098173515982
3,chance_75/change_45,benchmark_model,test,0.275,0.01729098173515982
4,chance_75/change_45,benchmark_model,test,0.27,0.01729098173515982
0,chance_75/change_45,benchmark_model,val,0.23125,0.01729098173515982
1,chance_75/change_45,benchmark_model,val,0.2625,0.01729098173515982
2,chance_75/change_45,benchmark_model,val,0.25625,0.01729098173515982
3,chance_75/change_45,benchmark_model,val,0.2625,0.01729098173515982
4,chance_75/change_45,benchmark_model,val,0.25,0.01729098173515982
0,chance_75/change_5,alt_model,test,0.885,0.003897945205479452
1,chance_75/change_5,alt_model,test,0.855,0.003897945205479452
2,chance_75/change_5,alt_model,test,0.86,0.003897945205479452
3,chance_75/change_5,alt_model,test,0.835,0.003897945205479452
4,chance_75/change_5,alt_model,test,0.865,0.003897945205479452
0,chance_75/change_5,alt_model,val,0.86875,0.003897945205479452
1,chance_75/change_5,alt_model,val,0.88125,0.003897945205479452
2,chance_75/change_5,alt_model,val,0.84375,0.003897945205479452
3,chance_75/change_5,alt_model,val,0.8625,0.003897945205479452
4,chance_75/change_5,alt_model,val,0.83125,0.003897945205479452
0,chance_75/change_5,benchmark_model,test,0.87,0.003897945205479452
1,chance_75/change_5,benchmark_model,test,0.835,0.003897945205479452
2,chance_75/change_5,benchmark_model,test,0.87,0.003897945205479452
3,chance_75/change_5,benchmark_model,test,0.81,0.003897945205479452
4,chance_75/change_5,benchmark_model,test,0.855,0.003897945205479452
0,chance_75/change_5,benchmark_model,val,0.85625,0.003897945205479452
1,chance_75/change_5,benchmark_model,val,0.875,0.003897945205479452
2,chance_75/change_5,benchmark_model,val,0.84375,0.003897945205479452
3,chance_75/change_5,benchmark_model,val,0.83125,0.003897945205479452
4,chance_75/change_5,benchmark_model,val,0.83125,0.003897945205479452
0,chance_75/change_50,alt_model,test,0.605,0.017371803652968035
1,chance_75/change_50,alt_model,test,0.735,0.017371803652968035
2,chance_75/change_50,alt_model,test,0.675,0.017371803652968035
3,chance_75/change_50,alt_model,test,0.66,0.017371803652968035
4,chance_75/change_50,alt_model,test,0.68,0.017371803652968035
0,chance_75/change_50,alt_model,val,0.63125,0.017371803652968035
1,chance_75/change_50,alt_model,val,0.64375,0.017371803652968035
2,chance_75/change_50,alt_model,val,0.64375,0.017371803652968035
3,chance_75/change_50,alt_model,val,0.7375,0.017371803652968035
4,chance_75/change_50,alt_model,val,0.63125,0.017371803652968035
0,chance_75/change_50,benchmark_model,test,0.43,0.017371803652968035
1,chance_75/change_50,benchmark_model,test,0.32,0.017371803652968035
2,chance_75/change_50,benchmark_model,test,0.33,0.017371803652968035
3,chance_75/change_50,benchmark_model,test,0.345,0.017371803652968035
4,chance_75/change_50,benchmark_model,test,0.36,0.017371803652968035
0,chance_75/change_50,benchmark_model,val,0.3375,0.017371803652968035
1,chance_75/change_50,benchmark_model,val,0.30625,0.017371803652968035
2,chance_75/change_50,benchmark_model,val,0.31875,0.017371803652968035
3,chance_75/change_50,benchmark_model,val,0.35625,0.017371803652968035
4,chance_75/change_50,benchmark_model,val,0.325,0.017371803652968035
0,chance_80/change_10,alt_model,test,0.89,0.004216438356164384
1,chance_80/change_10,alt_model,test,0.86,0.004216438356164384
2,chance_80/change_10,alt_model,test,0.855,0.004216438356164384
3,chance_80/change_10,alt_model,test,0.805,0.004216438356164384
4,chance_80/change_10,alt_model,test,0.855,0.004216438356164384
0,chance_80/change_10,alt_model,val,0.8875,0.004216438356164384
1,chance_80/change_10,alt_model,val,0.875,0.004216438356164384
2,chance_80/change_10,alt_model,val,0.78125,0.004216438356164384
3,chance_80/change_10,alt_model,val,0.8875,0.004216438356164384
4,chance_80/change_10,alt_model,val,0.8375,0.004216438356164384
0,chance_80/change_10,benchmark_model,test,0.825,0.004216438356164384
1,chance_80/change_10,benchmark_model,test,0.785,0.004216438356164384
2,chance_80/change_10,benchmark_model,test,0.815,0.004216438356164384
3,chance_80/change_10,benchmark_model,test,0.775,0.004216438356164384
4,chance_80/change_10,benchmark_model,test,0.8,0.004216438356164384
0,chance_80/change_10,benchmark_model,val,0.76875,0.004216438356164384
1,chance_80/change_10,benchmark_model,val,0.8125,0.004216438356164384
2,chance_80/change_10,benchmark_model,val,0.75625,0.004216438356164384
3,chance_80/change_10,benchmark_model,val,0.825,0.004216438356164384
4,chance_80/change_10,benchmark_model,val,0.8125,0.004216438356164384
0,chance_80/change_15,alt_model,test,0.655,0.011989383561643835
1,chance_80/change_15,alt_model,test,0.845,0.011989383561643835
2,chance_80/change_15,alt_model,test,0.855,0.011989383561643835
3,chance_80/change_15,alt_model,test,0.83,0.011989383561643835
4,chance_80/change_15,alt_model,test,0.65,0.011989383561643835
0,chance_80/change_15,alt_model,val,0.6875,0.011989383561643835
1,chance_80/change_15,alt_model,val,0.81875,0.011989383561643835
2,chance_80/change_15,alt_model,val,0.825,0.011989383561643835
3,chance_80/change_15,alt_model,val,0.85,0.011989383561643835
4,chance_80/change_15,alt_model,val,0.65625,0.011989383561643835
0,chance_80/change_15,benchmark_model,test,0.39,0.011989383561643835
1,chance_80/change_15,benchmark_model,test,0.405,0.011989383561643835
2,chance_80/change_15,benchmark_model,test,0.4,0.011989383561643835
3,chance_80/change_15,benchmark_model,test,0.375,0.011989383561643835
4,chance_80/change_15,benchmark_model,test,0.41,0.011989383561643835
0,chance_80/change_15,benchmark_model,val,0.4,0.011989383561643835
1,chance_80/change_15,benchmark_model,val,0.41875,0.011989383561643835
2,chance_80/change_15,benchmark_model,val,0.3875,0.011989383561643835
3,chance_80/change_15,benchmark_model,val,0.39375,0.011989383561643835
4,chance_80/change_15,benchmark_model,val,0.4,0.011989383561643835
0,chance_80/change_20,alt_model,test,0.885,0.006059931506849315
1,chance_80/change_20,alt_model,test,0.87,0.006059931506849315
2,chance_80/change_20,alt_model,test,0.835,0.006059931506849315
3,chance_80/change_20,alt_model,test,0.845,0.006059931506849315
4,chance_80/change_20,alt_model,test,0.88,0.006059931506849315
0,chance_80/change_20,alt_model,val,0.825,0.006059931506849315
1,chance_80/change_20,alt_model,val,0.8625,0.006059931506849315
2,chance_80/change_20,alt_model,val,0.8375,0.006059931506849315
3,chance_80/change_20,alt_model,val,0.8,0.006059931506849315
4,chance_80/change_20,alt_model,val,0.825,0.006059931506849315
0,chance_80/change_20,benchmark_model,test,0.73,0.006059931506849315
1,chance_80/change_20,benchmark_model,test,0.75,0.006059931506849315
2,chance_80/change_20,benchmark_model,test,0.74,0.006059931506849315
3,chance_80/change_20,benchmark_model,test,0.725,0.006059931506849315
4,chance_80/change_20,benchmark_model,test,0.805,0.006059931506849315
0,chance_80/change_20,benchmark_model,val,0.70625,0.006059931506849315
1,chance_80/change_20,benchmark_model,val,0.775,0.006059931506849315
2,chance_80/change_20,benchmark_model,val,0.75625,0.006059931506849315
3,chance_80/change_20,benchmark_model,val,0.75,0.006059931506849315
4,chance_80/change_20,benchmark_model,val,0.79375,0.006059931506849315
0,chance_80/change_25,alt_model,test,0.905,0.006939269406392694
1,chance_80/change_25,alt_model,test,0.925,0.006939269406392694
2,chance_80/change_25,alt_model,test,0.925,0.006939269406392694
3,chance_80/change_25,alt_model,test,0.92,0.006939269406392694
4,chance_80/change_25,alt_model,test,0.935,0.006939269406392694
0,chance_80/change_25,alt_model,val,0.9,0.006939269406392694
1,chance_80/change_25,alt_model,val,0.875,0.006939269406392694
2,chance_80/change_25,alt_model,val,0.9625,0.006939269406392694
3,chance_80/change_25,alt_model,val,0.90625,0.006939269406392694
4,chance_80/change_25,alt_model,val,0.925,0.006939269406392694
0,chance_80/change_25,benchmark_model,test,0.715,0.006939269406392694
1,chance_80/change_25,benchmark_model,test,0.6,0.006939269406392694
2,chance_80/change_25,benchmark_model,test,0.63,0.006939269406392694
3,chance_80/change_25,benchmark_model,test,0.755,0.006939269406392694
4,chance_80/change_25,benchmark_model,test,0.62,0.006939269406392694
0,chance_80/change_25,benchmark_model,val,0.73125,0.006939269406392694
1,chance_80/change_25,benchmark_model,val,0.53125,0.006939269406392694
2,chance_80/change_25,benchmark_model,val,0.68125,0.006939269406392694
3,chance_80/change_25,benchmark_model,val,0.7625,0.006939269406392694
4,chance_80/change_25,benchmark_model,val,0.66875,0.006939269406392694
0,chance_80/change_30,alt_model,test,0.965,0.007132191780821918
1,chance_80/change_30,alt_model,test,0.97,0.007132191780821918
2,chance_80/change_30,alt_model,test,0.895,0.007132191780821918
3,chance_80/change_30,alt_model,test,0.95,0.007132191780821918
4,chance_80/change_30,alt_model,test,0.94,0.007132191780821918
0,chance_80/change_30,alt_model,val,0.93125,0.007132191780821918
1,chance_80/change_30,alt_model,val,0.9375,0.007132191780821918
2,chance_80/change_30,alt_model,val,0.9625,0.007132191780821918
3,chance_80/change_30,alt_model,val,0.9625,0.007132191780821918
4,chance_80/change_30,alt_model,val,0.9625,0.007132191780821918
0,chance_80/change_30,benchmark_model,test,0.85,0.007132191780821918
1,chance_80/change_30,benchmark_model,test,0.835,0.007132191780821918
2,chance_80/change_30,benchmark_model,test,0.81,0.007132191780821918
3,chance_80/change_30,benchmark_model,test,0.8,0.007132191780821918
4,chance_80/change_30,benchmark_model,test,0.815,0.007132191780821918
0,chance_80/change_30,benchmark_model,val,0.8375,0.007132191780821918
1,chance_80/change_30,benchmark_model,val,0.8375,0.007132191780821918
2,chance_80/change_30,benchmark_model,val,0.80625,0.007132191780821918
3,chance_80/change_30,benchmark_model,val,0.80625,0.007132191780821918
4,chance_80/change_30,benchmark_model,val,0.81875,0.007132191780821918
0,chance_80/change_35,alt_model,test,0.72,0.01586815068493151
1,chance_80/change_35,alt_model,test,0.79,0.01586815068493151
2,chance_80/change_35,alt_model,test,0.755,0.01586815068493151
3,chance_80/change_35,alt_model,test,0.705,0.01586815068493151
4,chance_80/change_35,alt_model,test,0.77,0.01586815068493151
0,chance_80/change_35,alt_model,val,0.75625,0.01586815068493151
1,chance_80/change_35,alt_model,val,0.74375,0.01586815068493151
2,chance_80/change_35,alt_model,val,0.78125,0.01586815068493151
3,chance_80/change_35,alt_model,val,0.78125,0.01586815068493151
4,chance_80/change_35,alt_model,val,0.73125,0.01586815068493151
0,chance_80/change_35,benchmark_model,test,0.44,0.01586815068493151
1,chance_80/change_35,benchmark_model,test,0.475,0.01586815068493151
2,chance_80/change_35,benchmark_model,test,0.49,0.01586815068493151
3,chance_80/change_35,benchmark_model,test,0.43,0.01586815068493151
4,chance_80/change_35,benchmark_model,test,0.53,0.01586815068493151
0,chance_80/change_35,benchmark_model,val,0.36875,0.01586815068493151
1,chance_80/change_35,benchmark_model,val,0.45,0.01586815068493151
2,chance_80/change_35,benchmark_model,val,0.4625,0.01586815068493151
3,chance_80/change_35,benchmark_model,val,0.44375,0.01586815068493151
4,chance_80/change_35,benchmark_model,val,0.50625,0.01586815068493151
0,chance_80/change_40,alt_model,test,0.95,0.022055479452054796
1,chance_80/change_40,alt_model,test,0.955,0.022055479452054796
2,chance_80/change_40,alt_model,test,0.925,0.022055479452054796
3,chance_80/change_40,alt_model,test,0.895,0.022055479452054796
4,chance_80/change_40,alt_model,test,0.935,0.022055479452054796
0,chance_80/change_40,alt_model,val,0.93125,0.022055479452054796
1,chance_80/change_40,alt_model,val,0.90625,0.022055479452054796
2,chance_80/change_40,alt_model,val,0.9125,0.022055479452054796
3,chance_80/change_40,alt_model,val,0.93125,0.022055479452054796
4,chance_80/change_40,alt_model,val,0.9625,0.022055479452054796
0,chance_80/change_40,benchmark_model,test,0.47,0.022055479452054796
1,chance_80/change_40,benchmark_model,test,0.4,0.022055479452054796
2,chance_80/change_40,benchmark_model,test,0.295,0.022055479452054796
3,chance_80/change_40,benchmark_model,test,0.3,0.022055479452054796
4,chance_80/change_40,benchmark_model,test,0.395,0.022055479452054796
0,chance_80/change_40,benchmark_model,val,0.425,0.022055479452054796
1,chance_80/change_40,benchmark_model,val,0.38125,0.022055479452054796
2,chance_80/change_40,benchmark_model,val,0.29375,0.022055479452054796
3,chance_80/change_40,benchmark_model,val,0.28125,0.022055479452054796
4,chance_80/change_40,benchmark_model,val,0.4,0.022055479452054796
0,chance_80/change_45,alt_model,test,0.815,0.013467351598173517
1,chance_80/change_45,alt_model,test,0.785,0.013467351598173517
2,chance_80/change_45,alt_model,test,0.755,0.013467351598173517
3,chance_80/change_45,alt_model,test,0.775,0.013467351598173517
4,chance_80/change_45,alt_model,test,0.79,0.013467351598173517
0,chance_80/change_45,alt_model,val,0.79375,0.013467351598173517
1,chance_80/change_45,alt_model,val,0.76875,0.013467351598173517
2,chance_80/change_45,alt_model,val,0.80625,0.013467351598173517
3,chance_80/change_45,alt_model,val,0.8,0.013467351598173517
4,chance_80/change_45,alt_model,val,0.775,0.013467351598173517
0,chance_80/change_45,benchmark_model,test,0.27,0.013467351598173517
1,chance_80/change_45,benchmark_model,test,0.355,0.013467351598173517
2,chance_80/change_45,benchmark_model,test,0.22,0.013467351598173517
3,chance_80/change_45,benchmark_model,test,0.24,0.013467351598173517
4,chance_80/change_45,benchmark_model,test,0.33,0.013467351598173517
0,chance_80/change_45,benchmark_model,val,0.28125,0.013467351598173517
1,chance_80/change_45,benchmark_model,val,0.3125,0.013467351598173517
2,chance_80/change_45,benchmark_model,val,0.2375,0.013467351598173517
3,chance_80/change_45,benchmark_model,val,0.21875,0.013467351598173517
4,chance_80/change_45,benchmark_model,val,0.30625,0.013467351598173517
0,chance_80/change_5,alt_model,test,0.835,0.004416324200913242
1,chance_80/change_5,alt_model,test,0.845,0.004416324200913242
2,chance_80/change_5,alt_model,test,0.85,0.004416324200913242
3,chance_80/change_5,alt_model,test,0.8,0.004416324200913242
4,chance_80/change_5,alt_model,test,0.855,0.004416324200913242
0,chance_80/change_5,alt_model,val,0.8375,0.004416324200913242
1,chance_80/change_5,alt_model,val,0.8375,0.004416324200913242
2,chance_80/change_5,alt_model,val,0.8625,0.004416324200913242
3,chance_80/change_5,alt_model,val,0.86875,0.004416324200913242
4,chance_80/change_5,alt_model,val,0.8375,0.004416324200913242
0,chance_80/change_5,benchmark_model,test,0.79,0.004416324200913242
1,chance_80/change_5,benchmark_model,test,0.8,0.004416324200913242
2,chance_80/change_5,benchmark_model,test,0.82,0.004416324200913242
3,chance_80/change_5,benchmark_model,test,0.79,0.004416324200913242
4,chance_80/change_5,benchmark_model,test,0.815,0.004416324200913242
0,chance_80/change_5,benchmark_model,val,0.79375,0.004416324200913242
1,chance_80/change_5,benchmark_model,val,0.8125,0.004416324200913242
2,chance_80/change_5,benchmark_model,val,0.8,0.004416324200913242
3,chance_80/change_5,benchmark_model,val,0.8125,0.004416324200913242
4,chance_80/change_5,benchmark_model,val,0.7875,0.004416324200913242
0,chance_80/change_50,alt_model,test,0.935,0.05409200913242009
1,chance_80/change_50,alt_model,test,0.93,0.05409200913242009
2,chance_80/change_50,alt_model,test,0.94,0.05409200913242009
3,chance_80/change_50,alt_model,test,0.935,0.05409200913242009
4,chance_80/change_50,alt_model,test,0.925,0.05409200913242009
0,chance_80/change_50,alt_model,val,0.925,0.05409200913242009
1,chance_80/change_50,alt_model,val,0.93125,0.05409200913242009
2,chance_80/change_50,alt_model,val,0.9375,0.05409200913242009
3,chance_80/change_50,alt_model,val,0.93125,0.05409200913242009
4,chance_80/change_50,alt_model,val,0.94375,0.05409200913242009
0,chance_80/change_50,benchmark_model,test,0.35,0.05409200913242009
1,chance_80/change_50,benchmark_model,test,0.37,0.05409200913242009
2,chance_80/change_50,benchmark_model,test,0.355,0.05409200913242009
3,chance_80/change_50,benchmark_model,test,0.345,0.05409200913242009
4,chance_80/change_50,benchmark_model,test,0.37,0.05409200913242009
0,chance_80/change_50,benchmark_model,val,0.35,0.05409200913242009
1,chance_80/change_50,benchmark_model,val,0.34375,0.05409200913242009
2,chance_80/change_50,benchmark_model,val,0.3625,0.05409200913242009
3,chance_80/change_50,benchmark_model,val,0.38125,0.05409200913242009
4,chance_80/change_50,benchmark_model,val,0.375,0.05409200913242009
0,chance_85/change_10,alt_model,test,0.89,0.0014106164383561645
1,chance_85/change_10,alt_model,test,0.885,0.0014106164383561645
2,chance_85/change_10,alt_model,test,0.915,0.0014106164383561645
3,chance_85/change_10,alt_model,test,0.895,0.0014106164383561645
4,chance_85/change_10,alt_model,test,0.875,0.0014106164383561645
0,chance_85/change_10,alt_model,val,0.9,0.0014106164383561645
1,chance_85/change_10,alt_model,val,0.9,0.0014106164383561645
2,chance_85/change_10,alt_model,val,0.875,0.0014106164383561645
3,chance_85/change_10,alt_model,val,0.85625,0.0014106164383561645
4,chance_85/change_10,alt_model,val,0.84375,0.0014106164383561645
0,chance_85/change_10,benchmark_model,test,0.835,0.0014106164383561645
1,chance_85/change_10,benchmark_model,test,0.825,0.0014106164383561645
2,chance_85/change_10,benchmark_model,test,0.825,0.0014106164383561645
3,chance_85/change_10,benchmark_model,test,0.825,0.0014106164383561645
4,chance_85/change_10,benchmark_model,test,0.87,0.0014106164383561645
0,chance_85/change_10,benchmark_model,val,0.85625,0.0014106164383561645
1,chance_85/change_10,benchmark_model,val,0.83125,0.0014106164383561645
2,chance_85/change_10,benchmark_model,val,0.84375,0.0014106164383561645
3,chance_85/change_10,benchmark_model,val,0.8,0.0014106164383561645
4,chance_85/change_10,benchmark_model,val,0.84375,0.0014106164383561645
0,chance_85/change_15,alt_model,test,0.96,0.005425456621004566
1,chance_85/change_15,alt_model,test,0.935,0.005425456621004566
2,chance_85/change_15,alt_model,test,0.955,0.005425456621004566
3,chance_85/change_15,alt_model,test,0.955,0.005425456621004566
4,chance_85/change_15,alt_model,test,0.975,0.005425456621004566
0,chance_85/change_15,alt_model,val,0.9625,0.005425456621004566
1,chance_85/change_15,alt_model,val,0.975,0.005425456621004566
2,chance_85/change_15,alt_model,val,0.975,0.005425456621004566
3,chance_85/change_15,alt_model,val,0.95625,0.005425456621004566
4,chance_85/change_15,alt_model,val,0.9375,0.005425456621004566
0,chance_85/change_15,benchmark_model,test,0.825,0.005425456621004566
1,chance_85/change_15,benchmark_model,test,0.805,0.005425456621004566
2,chance_85/change_15,benchmark_model,test,0.865,0.005425456621004566
3,chance_85/change_15,benchmark_model,test,0.81,0.005425456621004566
4,chance_85/change_15,benchmark_model,test,0.855,0.005425456621004566
0,chance_85/change_15,benchmark_model,val,0.76875,0.005425456621004566
1,chance_85/change_15,benchmark_model,val,0.85625,0.005425456621004566
2,chance_85/change_15,benchmark_model,val,0.88125,0.005425456621004566
3,chance_85/change_15,benchmark_model,val,0.83125,0.005425456621004566
4,chance_85/change_15,benchmark_model,val,0.85625,0.005425456621004566
0,chance_85/change_20,alt_model,test,0.985,0.005492922374429224
1,chance_85/change_20,alt_model,test,0.96,0.005492922374429224
2,chance_85/change_20,alt_model,test,0.95,0.005492922374429224
